KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,ESLi,ESLs,ESLg
718.02,5.7207,460,33,80.2934,0.0041,22.71449,0.00042,31.07,0.65,0.02078,0.00038,0.031,0.054,1.8,0.159,567,-,4,,,0.812,0.257,0.456
718.03,5.5414,306,16,74.9787,0.0082,47.9042,0.0019,55,327,0.017,0.018,0.6,2.2,1.5,0.261,443,-,4,,,0.87,0.413,0.6
719.01,1.6354,496,41,104.013,0.0015,9.034227,0.000093,32,111,0.024,0.014,0.8,1.4,1.9,0.075,605,0.00002,2,1,,0.794,0.224,0.422
720.01,2.4833,1138,27,107.0488,0.0026,5.69057,0.0001,17,102,0.032,0.04,0.4,2.7,3,0.061,849,0.000043,2,NoObs,,0.668,0.119,0.282
721.01,6.8323,190,25,113.6486,0.0064,13.72423,0.0006,15.7,0.39,0.01352,0.00032,0.029,0.044,2.3,0.118,942,0.000065,3,NoObs,,0.746,0.1,0.273
722.01,6.9235,431,35,125.9894,0.0038,46.408,0.0013,51.86,0.95,0.01951,0.00036,0.001,0.025,1.8,0.259,485,0.00006,2,1,,0.812,0.337,0.523
723.01,1.8098,1224,24,102.6479,0.0026,3.936985,0.000069,17.4,0.84,0.034,0.0011,0.0378,-,2.8,0.048,918,0.000023,2,NoObs,,0.688,0.102,0.265
723.02,4.3932,1200,13,127.916,0.0049,28.08205,0.00043,50.5,2.5,0.0349,0.0015,0.025,0.049,2.9,0.177,478,0.000023,2,NoObs,,0.678,0.347,0.485
723.03,1.4752,1420,15,106.0831,0.0034,10.0888,0.00025,66.1,7.2,0.0384,0.0031,0.015,-,3.2,0.09,670,0.000021,2,NoObs,,0.65,0.187,0.349
725.01,3.3669,8138,31,102.6447,0.0023,7.305,0.00011,18,5.4,0.0833,0.0024,-,-,6.8,0.071,720,-,2,,,0.458,0.142,0.255
728.01,2.0043,7197,211,103.11774,0.00035,7.18937,0.000018,17.5,5.2,0.09887,0.00097,0.8,0.24,9.9,0.075,922,-,3,,,0.379,0.08,0.174
730.01,5.7701,687,20,109.796,0.0062,14.7845,0.00099,17,77,0.026,0.021,0.5,2.1,3.1,0.12,746,0.00007,2,,,0.659,0.153,0.317
730.02,5.4941,362,13,71.36,0.011,9.84978,0.00047,13.71,0.67,0.01915,0.00083,0.04,0.01,2.3,0.092,852,-,4,,,0.746,0.123,0.303
730.03,4.359,316,9.7,68.131,0.011,9.85997,0.00051,12,103,0.021,0.033,0.7,2.4,2.5,0.092,852,-,4,,,0.721,0.122,0.296
730.04,5.229,239,9.1,70.475,0.014,7.38469,0.00047,11.25,0.44,0.01532,0.00098,0.049,0.01,1.8,0.076,937,-,4,,,0.812,0.097,0.28
732.01,1.7619,1059,72,103.4084,0.00081,1.2602586,0.000007,5.834,0.018,0.0318,0.00031,0.0447,-,2.9,0.023,1424,0.000026,2,,,0.678,0.039,0.163
733.01,2.6528,1419,41,102.7156,0.002,5.924992,0.000081,17.95,0.43,0.03568,0.00066,0.0002,-,2.2,0.061,683,0.00003,2,,,0.759,0.192,0.381
733.02,2.9996,1062,23,67.3199,0.0042,11.34917,0.0002,30,1.2,0.0307,0.001,0.025,0.01,1.9,0.094,551,-,4,,,0.794,0.265,0.459
733.03,2.1611,424,16,68.6747,0.0047,3.132968,0.000064,9,51,0.024,0.027,0.6,2.2,1.5,0.04,844,-,4,,,0.87,0.127,0.332
734.01,7.1431,991,34,120.9151,0.0043,24.54369,0.0008,26.84,0.52,0.02948,0.00055,0.012,0.01,2.4,0.166,535,0.000031,2,,,0.733,0.295,0.465
735.01,4.7686,2739,28,104.5711,0.0051,22.34101,0.00073,37.4,1.1,0.0483,0.0011,0.032,0.1,5,0.153,557,0.000054,2,,,0.531,0.242,0.359
736.01,3.0657,1311,19,110.7903,0.0042,18.79523,0.0006,43,244,0.036,0.038,0.5,2.5,2.6,0.117,442,0.000031,2,,,0.71,0.403,0.534
736.02,3.1139,559,14,68.2816,0.0074,6.7388,0.00021,20.4,1.1,0.0264,0.0011,0.064,0.01,2,0.059,623,-,4,,,0.778,0.209,0.403
737.01,3.124,2997,73,115.6786,0.0014,14.49847,0.00015,18,2.5,0.0638,0.002,0.89,0.2,5.6,0.114,597,0.000039,2,,,0.503,0.21,0.325
738.01,3.1466,1123,34,103.4322,0.0028,10.33677,0.0002,22,83,0.033,0.024,0.6,1.9,3.3,0.095,781,0.00006,2,NoObs,,0.641,0.138,0.298
738.02,3.324,860,23,105.0429,0.0041,13.29175,0.0004,32,248,0.029,0.042,0.3,3.1,2.9,0.112,719,0.000065,2,NoObs,,0.678,0.166,0.336
739.01,1.4949,718,42,102.8178,0.0013,1.287052,0.000012,7.23,0.2,0.02741,0.00051,0.0416,-,2,0.019,1058,0.000019,2,NoObs,,0.778,0.072,0.237
740.01,3.1145,796,18,119.3644,0.0045,17.67221,0.00061,25,94,0.03,0.023,0.8,1.4,2.3,0.123,497,0.00003,3,,,0.746,0.338,0.502
741.01,3.9182,35053,874,102.83287,0.00017,23.355367,0.000028,33.6,3,0.2416,0.0062,0.89,0.15,18.7,0.159,518,-,3,,1,0.27,0.211,0.239
743.01,10.5338,9189,189,105.4889,0.0014,19.40335,0.00021,15.3162,0.0011,0.087,0.021,0.006,0.01,10.9,0.139,617,0.000016,2,,,0.361,0.173,0.25
745.01,9.3456,10081,98,113.8723,0.0031,16.47063,0.00034,14.67,0.12,0.0917,0.00065,0.0082,-,9.7,0.124,613,0.000042,2,,,0.383,0.179,0.262
746.01,3.3082,1194,46,106.2476,0.0021,9.27391,0.00013,16,29,0.036,0.014,0.7,1.1,3.1,0.08,648,0.000025,2,,,0.659,0.2,0.363
747.01,1.5804,1757,37,104.6042,0.0016,6.029222,0.000065,24,82,0.043,0.032,0.7,1.6,2.8,0.056,633,0.000015,2,,,0.688,0.213,0.383
749.01,3.0377,781,33,104.8065,0.0028,5.349518,0.000099,14.486,0.099,0.02772,0.00052,0.0612,-,2,0.059,789,0.000033,2,,,0.778,0.133,0.321
749.02,2.3564,345,15,69.0904,0.0052,3.940973,0.000088,12.83,0.7,0.01895,0.00081,0.0316,-,1.4,0.048,875,-,4,,,0.892,0.12,0.328
750.01,3.3702,908,21,104.5295,0.0049,21.67821,0.00074,30,57,0.034,0.013,0.85,0.86,2.6,0.139,458,0.000032,2,,,0.71,0.38,0.519
751.01,2.0883,917,20,104.74,0.0045,4.99682,0.00014,13,61,0.034,0.031,0.7,1.7,3.2,0.056,896,0.00007,2,,,0.65,0.105,0.262
752.01,3.0592,546,19,103.5366,0.0044,9.48851,0.0003,22,130,0.023,0.026,0.4,2.6,2.7,0.089,853,0.000034,2,,,0.699,0.12,0.289
752.02,4.126,815,14,95.5164,0.0081,54.4154,0.0022,84,693,0.029,0.048,0.7,2.6,3.4,0.286,476,-,4,,,0.633,0.341,0.464
753.01,1.8813,6886,48,108.8504,0.0014,19.89939,0.00019,49,15,0.1015,0.0072,0.84,0.25,6.9,0.143,519,-,3,,,0.455,0.258,0.343
755.01,1.6211,608,25,104.5925,0.0029,2.525605,0.000046,12.53,0.55,0.02434,0.00072,0.0327,-,2.8,0.037,1350,0.000029,2,,,0.688,0.044,0.175
756.01,4.6503,1384,39,104.2018,0.004,11.09431,0.00028,18.85,0.37,0.03516,0.00059,0.027,0.033,3.7,0.099,791,0.000065,2,,,0.61,0.132,0.284
756.02,3.0514,637,25,105.9703,0.0047,4.13463,0.00013,10.55,0.36,0.02509,0.0007,0.0209,-,2.6,0.052,1092,0.000079,2,,,0.71,0.072,0.226
756.03,2.4819,213,9.4,112.5496,0.0086,2.5667,0.00011,8.67,0.63,0.017,0.0011,0.2236,-,1.8,0.037,1294,-,4,,,0.812,0.048,0.198
757.01,3.5566,4814,99,106.622,0.001,16.0686,0.00017,37.1,0.37,0.06336,0.0005,0.0188,-,4.8,0.119,530,0.000014,2,NoObs,,0.542,0.267,0.38
757.02,4.649,2208,35,98.035,0.0038,41.19249,0.00069,72,2.1,0.0431,0.0011,0.013,0.022,3.3,0.223,387,0.000017,2,NoObs,,0.641,0.477,0.553
757.03,2.4488,774,22,104.3013,0.0044,6.25288,0.00025,14,58,0.03,0.026,0.7,1.7,2.3,0.063,729,0.000022,2,NoObs,,0.746,0.168,0.354
758.01,3.4108,1181,22,109.354,0.0041,16.016,0.00074,39.8,2,0.03,0.0011,0.003,0.01,3.8,0.123,663,0.000059,2,,,0.603,0.185,0.334
759.01,4.8992,1579,40,127.1363,0.0031,32.6272,0.001,55,1.1,0.03774,0.00064,0.0003,-,3.6,0.2,495,0.000015,2,,,0.617,0.316,0.441
760.01,2.0728,9215,425,105.25698,0.00017,4.9593304,0.0000059,12.01,0.35,0.10675,0.00076,0.85,0.11,9.7,0.058,982,0.000016,2,,,0.383,0.071,0.164
762.01,3.7651,445,18,104.3455,0.0055,4.4987,0.00016,9.19,0.46,0.01832,0.0008,0.027,0.01,1.7,0.054,1013,0.000078,3,,,0.83,0.084,0.263
763.01,4.9957,11640,307,112.40123,0.00055,19.65119,0.00012,24.49,0.94,0.10979,0.0009,0.71,0.16,13.2,0.147,700,0.000017,2,,,0.326,0.131,0.207
764.01,10.356,2472,71,141.9341,0.0031,41.43958,0.00098,31.83,0.27,0.04707,0.0004,0.003,0.02,5.6,0.236,500,0.000031,2,,,0.503,0.286,0.38
765.01,2.2835,912,24,104.6302,0.003,8.35404,0.00023,20,106,0.03,0.03,0.7,1.9,2.4,0.079,713,0.000019,2,,,0.733,0.174,0.357
766.01,3.1048,1334,63,102.7521,0.0016,4.125488,0.000042,10.66653,0.00011,0.035,0.073,0.0065,-,3.8,0.052,1144,0.00003,2,,,0.603,0.061,0.191
767.01,2.6063,16217,915,103.96676,0.00009,2.8165077,0.0000018,7.05,0.18,0.12849,0.00076,0.68,0.14,14.2,0.039,1221,0.000016,2,NoObs,,0.314,0.041,0.113
769.01,2.8675,634,31,104.8993,0.0027,4.280889,0.000079,11.636,0.1,0.02389,0.0005,0.019,-,2,0.051,946,0.000043,2,,,0.778,0.092,0.267
771.01,48.1018,17923,236,142.0388,0.0035,10389,133,1855,24,0.12445,-,-,-,15,9.514,84,NaN,2,,,0.305,0.128,0.198
772.01,5.5841,4023,30,106.8349,0.0042,61.2592,0.0032,53,17,0.0695,0.0044,0.84,0.36,8.2,0.313,482,0.000012,2,,,0.417,0.283,0.344
773.01,5.5792,638,20,105.817,0.005,38.37813,0.00087,51.4,1.9,0.02311,0.00078,0.015,0.01,2.1,0.225,477,0.000032,3,,,0.773,0.367,0.533
774.01,2.895,24627,359,102.9705,0.00031,7.442665,0.000016,27.75,0.11,0.14349,0.00043,0.0002,-,15.8,0.077,939,-,3,,1,0.296,0.07,0.144
775.01,2.8272,880,13,105.724,0.0047,16.38523,0.0007,44.3,3.2,0.0285,0.0016,0.043,0.01,2.1,0.105,458,0.000018,2,NoObs,,0.773,0.393,0.551
775.02,2.4216,1217,22,109.3746,0.0023,7.87761,0.00018,26.4,1.2,0.0332,0.0012,0.027,0.052,2.5,0.065,582,0.000016,2,NoObs,,0.721,0.253,0.427
776.01,2.6154,4953,212,104.79264,0.00039,3.7287253,0.0000099,11.606493,0.000031,0.065,0.023,0.0007,-,4.3,0.046,852,0.00002,2,,,0.57,0.111,0.251
777.01,2.9867,6360,29,106.5648,0.0031,40.41887,0.00089,52,16,0.3477,0.0036,1.56,0.47,36,0.23,471,0.000012,3,,,0.188,0.214,0.2
778.01,1.1499,747,27,103.6798,0.0017,2.24334,0.000036,17.99,0.98,0.0279,0.001,0.01,0.042,1.9,0.027,857,0.000018,2,,,0.794,0.114,0.301
779.01,6.4631,13641,377,110.19884,0.0006,10.405935,0.000066,13.752186,0.000088,0.109,0.021,-,-,12.8,0.095,821,0.000016,2,,,0.331,0.096,0.179
780.01,1.9891,866,41,104.7599,0.0016,2.337466,0.000026,9.901,0.046,0.02856,0.00048,0.0496,-,2.2,0.032,995,0.000038,2,NoObs,,0.759,0.09,0.261
781.01,2.5888,2897,44,113.3936,0.0018,11.59823,0.00015,39,113,0.05,0.029,0.2,2,4.3,0.083,521,0.00003,2,NoObs,,0.57,0.28,0.4
782.01,4.3279,2699,107,106.63389,0.00093,6.57526,0.000045,12.201573,0.000083,0.048,0.093,0.0001,-,5.6,0.07,989,0.000023,2,,,0.503,0.077,0.197
783.01,7.3311,2787,176,102.9929,0.001,7.27509,0.000053,7.987,0.034,0.04895,0.00019,0.029,0.017,3.5,0.072,707,0.000027,2,,,0.625,0.166,0.322
784.01,2.9416,1148,20,119.7842,0.0044,19.2693,0.00059,47,256,0.032,0.033,0.5,2.5,2.3,0.117,429,0.000033,2,,,0.746,0.431,0.567
785.01,3.3041,863,19,111.7494,0.0046,12.39325,0.00037,29.4,1.4,0.027,0.0011,0.042,0.01,2.1,0.103,620,0.00004,2,,,0.773,0.231,0.423
786.01,2.3232,435,19,103.36,0.0035,3.689947,0.000087,13.82,0.62,0.02241,0.00076,0.0624,-,1.8,0.047,980,0.000035,3,,,0.812,0.088,0.267
787.01,3.1631,950,39,104.0208,0.0025,4.431061,0.000075,11.1,0.27,0.02873,0.00055,0,0.03,2.9,0.054,1020,0.000038,2,,,0.678,0.082,0.235
787.02,2.1124,401,12,66.8549,0.0064,5.68952,0.00015,21.8,1.5,0.0219,0.0012,0.0618,-,2.2,0.063,944,-,4,,,0.759,0.1,0.276
788.01,3.328,1574,29,109.0511,0.0032,26.3953,0.00057,47,158,0.04,0.028,0.7,1.6,3.2,0.166,463,0.000024,2,,,0.65,0.36,0.484
790.01,2.6555,913,23,107.1626,0.0039,8.47239,0.00023,25.1,1.1,0.02876,0.00094,0.02,0.01,1.4,0.076,551,0.000038,2,,,0.892,0.291,0.51
791.01,4.9811,5794,181,113.89115,0.00077,12.611939,0.000069,20.757,0.099,0.07053,0.00028,0.0007,-,7.1,0.107,718,0.000018,2,,,0.448,0.142,0.252
794.01,2.4001,369,22,102.6744,0.0036,2.539147,0.000061,8.98,0.35,0.02019,0.00063,0.0296,-,2.1,0.037,1296,0.0001,2,NoObs,,0.773,0.051,0.198
795.01,1.8917,1318,31,103.5759,0.0022,6.77034,0.0001,29.7,1.2,0.03458,0.00099,0.02,0.042,2.4,0.069,733,0.000086,2,,,0.733,0.165,0.348
797.01,2.9281,5617,111,110.1418,0.0011,10.18151,0.000069,21.8,6.5,0.07652,0.00073,0.49,0.15,7.7,0.094,791,0.000059,3,,,0.431,0.115,0.223
799.01,1.6033,1406,70,102.81727,0.00087,1.6266615,0.0000097,5.6,1.7,0.03934,0.00063,0.57,0.17,4.5,0.027,1511,0.00011,3,,,0.558,0.032,0.133
800.01,3.0081,886,38,103.0385,0.0023,2.711437,0.000043,7.37,0.17,0.02941,0.00053,0.0402,-,2.7,0.039,1224,0.000094,2,NoObs,,0.699,0.056,0.197
800.02,3.9728,851,26,105.8128,0.0044,7.21227,0.00022,14,99,0.027,0.034,0.2,3.1,2.5,0.075,882,0.000095,2,NoObs,,0.721,0.113,0.286
801.01,2.4077,7753,533,103.82617,0.00016,1.6255204,0.0000017,5.639292,0.000006,0.081,0.013,0.001,-,9.6,0.027,1525,0.000064,2,NoObs,,0.385,0.027,0.101
802.01,2.2149,20618,264,114.88094,0.00028,19.620402,0.00004,83,15,0.1345,0.0049,0.26,0.49,7.3,0.139,464,0.000046,2,,,0.442,0.309,0.369
804.01,3.1943,909,29,110.2,0.0033,9.02971,0.00022,16,56,0.031,0.021,0.7,1.6,3,0.083,735,0.000093,2,,,0.668,0.158,0.325
805.01,7.8222,17128,430,107.58168,0.00069,10.327948,0.000074,11.377346,0.000082,0.1195,0.0095,0.0002,-,14.4,0.094,820,0.000022,3,,,0.311,0.094,0.171
806.01,8.9776,9416,57,87.2386,0.0035,143.1814,0.0027,133,47,0.0933,0.0073,0.29,0.68,9,0.53,296,0.00003,2,NoObs,,0.398,0.581,0.481
806.02,6.6246,18462,195,176.89513,0.00088,60.32875,0.00037,78.27,0.44,0.12509,0.00053,0.03,0.017,12.1,0.298,395,0.000024,2,NoObs,,0.341,0.36,0.351
806.03,4.6342,1027,14,83.6924,0.0086,29.1654,0.0012,47.3,7,0.032,0.08,0.391,0.03,3.1,0.183,504,0.000044,2,NoObs,,0.659,0.314,0.455
809.01,1.9942,15323,602,103.64747,0.00018,1.5947453,0.0000027,7.145002,0.000012,0.114,0.065,0.0001,-,12.2,0.027,1512,0.000022,2,,,0.34,0.026,0.094
810.01,2.3449,944,41,103.51,0.0018,4.782942,0.000062,14,45,0.03,0.022,0.5,1.8,2.7,0.054,859,0.000042,2,,,0.699,0.118,0.287
811.01,4.2008,2090,48,114.4316,0.0021,20.50617,0.00032,39.8,0.74,0.04186,0.0006,0.031,0.041,4.3,0.141,544,0.000043,2,,,0.57,0.26,0.385
812.01,1.8467,1620,43,104.9773,0.0015,3.34024,0.000035,13,50,0.039,0.028,0.5,2.1,2.5,0.036,720,0.000043,2,,,0.721,0.17,0.35
812.02,3.2972,1374,21,80.4576,0.0054,20.06086,0.00047,50.3,2.2,0.0352,0.0011,0.031,0.064,2.2,0.118,398,-,4,,,0.759,0.488,0.609
812.03,4.745,1356,14,98.2376,0.01,46.1851,0.0019,75.7,4.2,0.0341,0.0017,0.003,0.017,2.1,0.206,301,-,4,,,0.773,0.738,0.755
813.01,2.274,8285,258,103.52731,0.0003,3.8959257,0.0000082,14.23,0.067,0.08461,0.00029,0.0009,-,6.5,0.048,902,0.000081,2,,,0.468,0.091,0.207
814.01,5.1665,867,19,108.4529,0.005,22.367,0.00045,33,173,0.028,0.031,0.4,2.5,1.8,0.15,456,0.00014,2,,,0.812,0.373,0.55
815.01,2.9262,4547,62,105.6313,0.0017,34.8442,0.00043,47,14,0.101,0.013,0.94,0.28,10.4,0.209,502,0.000026,2,,,0.369,0.252,0.305
816.01,3.4728,2224,70,107.9981,0.0018,7.748017,0.000094,17.74,0.23,0.04406,0.00045,0.02,0.022,4.6,0.078,882,0.00011,2,,,0.552,0.102,0.237
817.01,3.1504,1145,12,119.2141,0.0058,23.9716,0.0011,64.4,4.6,0.033,0.002,0.03,0.028,2.1,0.129,370,0.000027,3,NoObs,,0.773,0.55,0.652
818.01,2.4193,1491,33,109.3409,0.0023,8.11429,0.00013,21,59,0.04,0.021,0.7,1.4,3.6,0.066,591,0.00005,2,NoObs,,0.617,0.231,0.378
821.01,4.3866,1138,21,107.0084,0.0072,21.8131,0.0015,34,171,0.034,0.033,0.6,2.2,3.9,0.154,623,0.00012,2,,,0.596,0.207,0.351
822.01,3.0811,15030,257,105.18019,0.00031,7.919371,0.000017,15.49,0.73,0.1279,0.0015,0.73,0.18,11.5,0.078,783,-,3,,,0.351,0.108,0.195
823.01,1.4379,5028,58,103.22827,0.00086,1.0284369,0.0000061,4.2,1.3,0.0753,0.0015,0.6,0.18,8.7,0.021,1874,-,3,,,0.405,0.017,0.082
824.01,3.7671,17920,80,106.6086,0.0014,15.3755,0.00048,39.69,0.58,0.1221,0.0013,0.028,0.028,12.5,0.117,604,0.000017,2,,,0.336,0.175,0.242
825.01,3.2182,779,21,109.9535,0.004,8.10341,0.00023,16,66,0.028,0.026,0.6,1.9,2.4,0.074,671,0.000032,2,,,0.733,0.196,0.379
826.01,2.9092,705,40,104.134,0.0022,6.365997,0.000094,17.35,0.39,0.02535,0.00045,0.017,-,1.7,0.066,749,0.000053,2,,,0.83,0.155,0.359
827.01,2.5968,792,30,107.7764,0.0028,5.97569,0.00012,12,40,0.03,0.017,0.8,1.4,3.1,0.066,960,0.00013,2,,,0.659,0.092,0.246
829.01,4.2648,823,27,107.7772,0.0041,18.64902,0.00053,34.8801,0.0027,0.03,0.34,0.015,0.01,2.6,0.14,651,0.000054,2,,,0.71,0.204,0.381
829.02,4.1408,371,17,71.7806,0.0073,9.75222,0.00032,14,76,0.02,0.022,0.7,2.1,1.9,0.091,807,-,4,,,0.794,0.129,0.32
829.03,4.5589,899,22,96.8416,0.0056,38.5596,0.001,67.1,2.6,0.02809,0.00086,0.008,0.033,2.7,0.228,510,-,4,,,0.699,0.315,0.469
830.01,2.6064,21628,1241,103.04717,0.00007,3.5256346,0.0000018,11.745,0.012,0.13434,0.0001,0.0003,-,7.7,0.042,767,0.000021,2,1,,0.431,0.122,0.23
833.01,1.5895,2225,80,106.2753,0.00075,3.951399,0.000021,13.5,4,0.04987,0.00071,0.6,0.18,4.3,0.05,1012,0.0001,2,,,0.57,0.077,0.21
834.01,8.1433,3244,156,104.3739,0.0012,23.65422,0.00021,23.3,0.1,0.05283,0.00022,0.02,0.014,4.9,0.163,564,0.000037,2,,,0.536,0.238,0.357
834.02,6.441,413,23,73.3322,0.0074,13.23311,0.0004,14,66,0.02,0.02,0.5,2.2,1.9,0.111,683,-,4,,,0.794,0.179,0.377
834.03,4.6117,254,18,67.8245,0.0074,6.15542,0.0002,10.44,0.18,0.01505,0.00052,0.03,0.01,1.4,0.066,886,-,4,,,0.892,0.117,0.323
834.04,3.3378,130,14,67.1598,0.0078,2.090925,0.000069,5.63,0.2,0.01504,0.00044,0.083,-,1.4,0.032,1273,-,4,,,0.892,0.054,0.219
835.01,2.941,919,32,113.9362,0.0028,11.76296,0.00024,24,77,0.031,0.021,0.7,1.6,1.6,0.092,485,0.00013,2,,,0.849,0.349,0.544
837.01,2.285,815,21,107.6615,0.0035,7.95367,0.00019,26.7,1.3,0.02694,0.00099,0.0149,-,1.8,0.072,625,0.000058,2,,,0.812,0.215,0.418
837.02,2.3116,338,13,68.9218,0.006,4.14459,0.00011,15.96,0.96,0.0213,0.00091,0.0707,-,1.4,0.047,774,-,4,,,0.892,0.154,0.371
838.01,2.0055,4352,92,106.0116,0.00083,4.859373,0.000027,12.5,3.7,0.07226,0.00097,0.7,0.21,7.8,0.057,1066,-,3,,,0.428,0.062,0.163
840.01,1.991,9578,454,102.9486,0.00017,3.0403244,0.0000034,12,1.7,0.0957,0.0031,0.62,0.35,10.7,0.04,1098,0.000068,2,NoObs,,0.364,0.054,0.141
841.01,3.47,2885,35,107.0016,0.003,15.33611,0.00033,34.98,0.96,0.0485,0.0011,0.015,0.01,4,0.118,583,0.000055,2,NoObs,,0.589,0.233,0.37
841.02,4.7489,4056,41,86.4334,0.0028,31.32865,0.00044,54.1,1.1,0.05959,0.00099,0,0.027,4.9,0.191,458,0.000049,2,NoObs,,0.536,0.34,0.427
842.01,3.0857,1131,32,108.3511,0.0028,12.71862,0.00026,28,87,0.032,0.022,0.5,1.8,2.8,0.097,565,0.000062,2,,,0.688,0.262,0.424
842.02,4.258,1503,31,131.5836,0.0034,36.06539,0.00066,69.7,1.9,0.03655,0.00081,0.0255,-,3.1,0.195,399,-,4,,,0.659,0.46,0.551
843.01,2.8728,2842,149,104.4417,0.00059,4.1904,0.000017,9.1,4.6,0.0531,0.0049,0.65,0.65,6.3,0.052,1169,-,2,,,0.476,0.053,0.159
844.01,3.0333,1932,68,104.987,0.0012,3.709881,0.000031,9.73,0.14,0.04117,0.00047,0.0006,-,2.8,0.046,878,0.000027,2,3,,0.688,0.112,0.278
845.01,5.7133,931,35,110.2954,0.0042,16.3294,0.00046,16,26,0.0323,0.0095,0.7,1.1,3.6,0.129,701,0.000053,2,,,0.617,0.168,0.322
846.01,4.1032,24577,550,119.71309,0.00025,27.807488,0.000048,44.82,0.76,0.16567,0.0008,0.769,0.098,15.3,0.182,534,0.000055,3,,,0.301,0.209,0.251
847.01,11.0533,3316,91,136.8967,0.003,80.8711,0.0024,59.0063,0.0017,0.054,0.033,0.0064,-,5.1,0.368,372,0.000029,2,,,0.526,0.469,0.497
849.01,3.315,670,28,103.9345,0.0034,10.35545,0.00024,18,62,0.027,0.018,0.7,1.5,2.8,0.093,750,0.000052,2,,,0.688,0.154,0.325
850.01,2.7054,9550,317,109.52167,0.00029,10.526305,0.000022,32.5,6.8,0.0924,0.0042,0.45,0.49,8.7,0.093,704,0.000033,2,,,0.405,0.141,0.239
851.01,2.722,3674,58,102.9729,0.0013,4.583526,0.000042,13.63,0.25,0.05609,0.00073,0.028,0.035,5.5,0.055,989,0.00014,2,,,0.508,0.078,0.199
852.01,2.9127,505,20,104.9044,0.0039,3.76179,0.0001,10.2,0.44,0.0221,0.00075,0.0256,-,2.4,0.048,1086,0.000034,2,,,0.733,0.074,0.232
853.01,2.7276,962,29,102.6947,0.0025,8.20371,0.00014,21,79,0.029,0.023,0.5,2,2.9,0.077,733,0.000033,2,,,0.678,0.16,0.329
853.02,3.2261,450,11,76.4118,0.0093,14.49679,0.00059,30,377,0.021,0.054,0.5,3.6,2.1,0.112,607,-,4,,,0.773,0.241,0.431
854.01,4.1155,1320,14,134.1698,0.0062,56.0517,0.0027,105.3,5.3,0.0357,0.0016,0.002,0.036,1.9,0.217,248,0.000051,3,NoObs,,0.794,0.795,0.795
855.01,5.2392,22662,571,128.78669,0.00024,41.40846,0.00011,72.69,0.13,0.13793,0.00019,0.018,0.01,12.5,0.232,444,0.000024,2,,,0.336,0.297,0.316
856.01,5.7434,13139,335,105.85507,0.00044,39.74897,0.00013,30,1.5,0.1396,0.0025,0.89,0.11,13.1,0.232,498,0.000032,3,,,0.327,0.243,0.282
857.01,2.501,791,34,107.8799,0.0021,5.715374,0.000085,17,81,0.027,0.027,0.3,2.4,2.2,0.061,786,0.00003,2,,,0.759,0.146,0.333
858.01,2.458,5299,97,106.98673,0.00068,13.610127,0.000068,24.2,7.3,0.0912,0.0027,0.86,0.26,9.9,0.113,713,-,3,,,0.379,0.134,0.226
861.01,1.861,314,22,103.8132,0.0033,2.237565,0.000049,9.37,0.41,0.01774,0.00061,0.0079,-,1.5,0.032,1090,0.000065,3,NoObs,,0.87,0.074,0.254
863.01,2.1284,752,32,105.1473,0.0024,3.16792,0.000051,9,29,0.029,0.018,0.7,1.6,2.7,0.043,1109,0.00007,2,,,0.699,0.069,0.219
864.01,2.7477,1030,45,106.5739,0.0024,4.311802,0.000067,12.46,0.27,0.03025,0.00051,0.026,0.036,2.2,0.051,846,0.000036,2,,,0.759,0.126,0.309
864.02,4.2836,705,18,121.0857,0.0067,20.05052,0.00067,36.1,1.6,0.0249,0.0009,0.023,0.02,1.8,0.141,509,-,4,,,0.812,0.31,0.502
864.03,1.4038,641,14,119.5789,0.0038,9.76742,0.00019,56,5.3,0.0253,0.0016,0.072,-,1.8,0.087,648,-,4,,,0.812,0.201,0.404
865.01,8.1358,6801,142,155.237,0.0014,119.0213,0.002,120.686,0.085,0.074,0.036,0.004,0.032,6,0.473,306,0.000046,2,,,0.487,0.602,0.541
867.01,3.7401,1460,45,113.2774,0.0021,16.08561,0.00025,34.88,0.71,0.03503,0.00057,0.023,0.03,3.4,0.122,600,0.000056,2,,,0.633,0.227,0.379
ﾆ868.01,7.6456,21449,160,141.4312,0.0034,234,14,171,13,0.1606,0.0025,0.84,0.14,12.5,0.629,193,0.000028,2,,,#N/A,#N/A,#N/A
869.01,2.7105,909,19,107.9535,0.0045,7.49,0.00024,18,100,0.03,0.035,0.6,2.2,3.2,0.074,809,0.000067,2,NoObs,,0.65,0.13,0.29
869.02,4.245,1447,18,134.2345,0.0067,36.2911,0.0019,37,45,0.0413,0.0097,0.83,0.74,4.3,0.212,478,0.000056,2,NoObs,,0.57,0.324,0.43
870.01,2.7731,829,23,105.1871,0.004,5.91213,0.00017,11.9,3.6,0.0298,0.0013,0.53,0.16,3.6,0.062,859,0.000058,2,NoObs,,0.617,0.112,0.263
870.02,4.3907,987,29,108.6825,0.0043,8.98597,0.00027,21.71,0.84,0.02837,0.00089,0.003,0.01,3.5,0.081,751,0.000058,2,NoObs,,0.625,0.148,0.304
